sketch_filename,description
00289fa010_940422.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, No_Beard, Smiling, Straight_Hair"
00290fa010_940422.jpg,"Arched_Eyebrows, Attractive, Black_Hair, No_Beard, Smiling, Wearing_Lipstick, Young"
00291fa010_940422.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00292fa010_940422.jpg,"Attractive, Brown_Hair, No_Beard, Wavy_Hair, Young"
00293fa010_940422.jpg,"No_Beard, Receding_Hairline, Young"
00294fa010_940422.jpg,"Black_Hair, No_Beard, Young"
00295fa010_940422.jpg,"5_o_Clock_Shadow, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00296fa010_940422.jpg,"Attractive, Bags_Under_Eyes, Brown_Hair, Male, No_Beard, Young"
00297fa010_940422.jpg,"Male, No_Beard, Young"
00298fa010_940422.jpg,"Attractive, Bags_Under_Eyes, Black_Hair, Male, No_Beard, Young"
00299fa010_940422.jpg,"Male, No_Beard, Young"
00300fa010_940422.jpg,"Big_Lips, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, Young"
00301fa010_940422.jpg,"Male, No_Beard, Straight_Hair, Wearing_Hat, Young"
00302fa010_940422.jpg,"Arched_Eyebrows, Big_Lips, Black_Hair, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Young"
00303fa010_940422.jpg,"Attractive, Male, No_Beard, Wearing_Hat, Young"
00304fa010_940422.jpg,"Attractive, Male, No_Beard, Young"
00305fa010_940422.jpg,"Big_Lips, Black_Hair, Male, No_Beard, Young"
00306fa010_940422.jpg,"High_Cheekbones, No_Beard, Oval_Face, Smiling, Young"
00307fb010_940422.jpg,"Bags_Under_Eyes, Big_Nose, Male, No_Beard"
00308fb010_940422.jpg,"Brown_Hair, No_Beard, Young"
00309fb010_940422.jpg,"Big_Nose, Male, No_Beard, Wearing_Hat, Young"
00310fa010_940422.jpg,"Attractive, Male, No_Beard, Straight_Hair, Young"
00311fa010_940422.jpg,"Attractive, Big_Lips, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00312fa010_940422.jpg,"Black_Hair, Bushy_Eyebrows, Male, No_Beard, Wavy_Hair, Young"
00313fa010_940422.jpg,"Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00314fa010_940422.jpg,"Black_Hair, Male, No_Beard, Wavy_Hair, Young"
00315fb010_940422.jpg,"Attractive, Male, No_Beard, Young"
00316fa010_940422.jpg,"Attractive, Bangs, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00317fb010_940422.jpg,"Male, No_Beard, Young"
00318fb010_940422.jpg,"Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00319fa010_940422.jpg,"Attractive, Bangs, No_Beard, Smiling, Young"
00320fa010_940422.jpg,"Attractive, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00321fa010_940422.jpg,"Male, No_Beard, Young"
00322fa010_940422.jpg,"Black_Hair, Male, No_Beard, Young"
00323fa010_940422.jpg,"Male, No_Beard, Young"
00324fa010_940422.jpg,"Attractive, Bangs, Male, No_Beard, Young"
00325fa010_940422.jpg,"Male, No_Beard, Smiling, Wavy_Hair, Young"
00326fa010_940422.jpg,"Brown_Hair, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00327fa010_940422.jpg,"Black_Hair, Male, No_Beard, Young"
00328fb010_940422.jpg,"Big_Nose, Black_Hair, Male, No_Beard, Young"
00329fa010_940422.jpg,"Male, No_Beard, Young"
00330fb010_940422.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Male, No_Beard, Young"
00331fb010_940422.jpg,"Male, No_Beard, Young"
00332fa010_940422.jpg,"Male, No_Beard, Young"
00333fa010_940422.jpg,"Male, No_Beard, Wearing_Hat, Young"
00334fa010_940422.jpg,"Big_Nose, Black_Hair, Male, No_Beard, Straight_Hair, Young"
00335fa010_940422.jpg,"5_o_Clock_Shadow, Black_Hair, Male, No_Beard, Young"
00336fa010_940422.jpg,"Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00337fa010_940422.jpg,"Bags_Under_Eyes, Bangs, Big_Nose, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00338fa010_940422.jpg,"Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00339fa010_940422.jpg,"5_o_Clock_Shadow, Big_Nose, Bushy_Eyebrows, Male, Wearing_Hat, Young"
00340fa010_940422.jpg,"Attractive, Male, No_Beard, Straight_Hair, Young"
00341fa010_940422.jpg,"5_o_Clock_Shadow, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Young"
00342fa010_940422.jpg,"No_Beard, Young"
00343fa010_940422.jpg,"Attractive, Bangs, No_Beard, Young"
00344fa010_940422.jpg,"No_Beard, Young"
00345fa010_940422.jpg,"5_o_Clock_Shadow, Bushy_Eyebrows, Male, No_Beard, Young"
00346fb010_940422.jpg,"No_Beard, Wearing_Lipstick, Young"
00347fa010_940422.jpg,"Bangs, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00348fa010_940422.jpg,"Bushy_Eyebrows, Male, No_Beard, Young"
00349fb010_940422.jpg,"Bags_Under_Eyes, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Young"
00350fb010_940422.jpg,"Black_Hair, Male, No_Beard, Young"
00351fa010_940422.jpg,"Big_Nose, Black_Hair, No_Beard, Young"
00352fa010_940422.jpg,"Brown_Hair, High_Cheekbones, No_Beard, Wavy_Hair, Young"
00353fa010_940422.jpg,"High_Cheekbones, No_Beard, Wavy_Hair, Young"
00354fa010_940422.jpg,"No_Beard, Wavy_Hair, Young"
00355fa010_940422.jpg,"Male, No_Beard, Young"
00356fb010_940422.jpg,"Arched_Eyebrows, Black_Hair, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00357fa010_940422.jpg,"Black_Hair, Male, No_Beard, Young"
00358fb010_940422.jpg,"Big_Lips, Big_Nose, Male, Young"
00359fa010_940422.jpg,"Bags_Under_Eyes, Male, No_Beard, Straight_Hair, Young"
00360fa010_940422.jpg,"Male, No_Beard, Young"
00361fa010_940422.jpg,"Male, No_Beard, Young"
00362fa010_940422.jpg,"5_o_Clock_Shadow, Big_Nose, Male, No_Beard, Wearing_Hat, Young"
00363fa010_940422.jpg,"Attractive, Male, No_Beard, Young"
00364fa010_940422.jpg,"Attractive, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00365fa010_940422.jpg,"Bangs, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00366fa010_940422.jpg,"Attractive, Bangs, Black_Hair, No_Beard, Young"
00367fa010_940422.jpg,"5_o_Clock_Shadow, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Young"
00368fb010_940422.jpg,"Big_Nose, Eyeglasses, Male, No_Beard, Straight_Hair, Wearing_Necktie"
00369fa010_940422.jpg,"Attractive, Male, No_Beard, Young"
00370fa010_940422.jpg,"5_o_Clock_Shadow, Attractive, Bags_Under_Eyes, Bushy_Eyebrows, Male, No_Beard, Young"
00371fb010_940422.jpg,"Big_Lips, Big_Nose, Male, No_Beard, Young"
00373fa010_940422.jpg,"Big_Lips, Big_Nose, Black_Hair, No_Beard, Young"
00374fa010_940422.jpg,"Male, No_Beard, Wearing_Hat, Young"
00375fa010_940422.jpg,"Black_Hair, Male, No_Beard, Young"
00376fa010_940422.jpg,"Arched_Eyebrows, Big_Lips, Big_Nose, Black_Hair, No_Beard, Receding_Hairline, Wearing_Earrings, Wearing_Lipstick, Young"
00377fa010_940422.jpg,"Attractive, Big_Lips, Big_Nose, Male, No_Beard, Young"
00378fa011_940422.jpg,"Big_Nose, Black_Hair, Male, No_Beard, Young"
00379fa010_940422.jpg,"Arched_Eyebrows, Attractive, Bangs, Heavy_Makeup, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00380fa010_940422.jpg,"Attractive, Bags_Under_Eyes, Bangs, Big_Nose, Brown_Hair, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00381fa010_940422.jpg,"Attractive, Bags_Under_Eyes, Brown_Hair, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00383fb010_940422.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00384fa010_940422.jpg,"Attractive, Black_Hair, Male, No_Beard, Young"
00385fa010_940422.jpg,"No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00386fb010_940422.jpg,"Big_Lips, Big_Nose, Bushy_Eyebrows, Male, Mouth_Slightly_Open, Young"
00387fb010_940422.jpg,"Big_Nose, Male, No_Beard, Young"
00388fa010_940422.jpg,"Attractive, High_Cheekbones, No_Beard, Smiling, Young"
00389fa010_940422.jpg,"Attractive, Big_Lips, Black_Hair, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00390fb010_940422.jpg,"Attractive, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00391fa010_940422.jpg,"Brown_Hair, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00392fb010_940422.jpg,"Big_Lips, Black_Hair, No_Beard, Young"
00393fb010_940422.jpg,"Bags_Under_Eyes, Bangs, Brown_Hair, Male, No_Beard, Young"
00394fa010_940422.jpg,"No_Beard, Young"
00395fa010_940422.jpg,"No_Beard, Wearing_Lipstick, Young"
00396fa010_940422.jpg,"Brown_Hair, No_Beard, Young"
00397fb010_940422.jpg,"Black_Hair, No_Beard, Straight_Hair, Young"
00398fa010_940422.jpg,"Attractive, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00399fa010_940422.jpg,"Bags_Under_Eyes, Male, No_Beard, Young"
00400fa010_940422.jpg,"Attractive, Bangs, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00401fa010_940422.jpg,"Attractive, Bags_Under_Eyes, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wearing_Lipstick, Young"
00402fa010_940422.jpg,"Big_Nose, Male, No_Beard, Young"
00403fb010_940422.jpg,"Attractive, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Young"
00404fb010_940422.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, No_Beard, Smiling, Wavy_Hair, Young"
00405fa010_940422.jpg,"Male, No_Beard, Young"
00406fb010_940422.jpg,"Big_Lips, Black_Hair, Mouth_Slightly_Open, No_Beard, Young"
00407fb010_940422.jpg,"Attractive, Black_Hair, No_Beard, Wearing_Lipstick, Young"
00408fa010_940422.jpg,"Bangs, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00409fa010_940422.jpg,"Black_Hair, Male, No_Beard, Young"
00410fb010_940422.jpg,"Arched_Eyebrows, High_Cheekbones, No_Beard, Oval_Face, Smiling, Wearing_Lipstick, Young"
00411fb010_940422.jpg,"Arched_Eyebrows, Attractive, Heavy_Makeup, No_Beard, Oval_Face, Straight_Hair, Wearing_Lipstick, Young"
00412fa010_940422.jpg,"Attractive, Bangs, Brown_Hair, Male, No_Beard, Young"
00413fa010_940422.jpg,"Bags_Under_Eyes, Black_Hair, Male, No_Beard, Young"
00414fa010_940422.jpg,"Male, No_Beard, Young"
00415fb010_940422.jpg,"Male, No_Beard, Straight_Hair, Young"
00416fa010_940422.jpg,"Attractive, Bangs, No_Beard, Wearing_Lipstick, Young"
00417fb010_940422.jpg,"Attractive, High_Cheekbones, No_Beard, Smiling, Young"
00418fa010_940422.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, High_Cheekbones, No_Beard, Young"
00419fa010_940422.jpg,"Attractive, No_Beard, Young"
00420fa010_940422.jpg,"Brown_Hair, No_Beard, Young"
00421fa010_940422.jpg,"No_Beard, Wearing_Lipstick, Young"
00422fa010_940422.jpg,"Black_Hair, Mouth_Slightly_Open, No_Beard, Wearing_Earrings, Wearing_Lipstick, Young"
00423fa010_940422.jpg,"Attractive, Male, No_Beard, Young"
00424fa010_940422.jpg,"Attractive, No_Beard, Young"
00425fa010_940422.jpg,"Big_Nose, Brown_Hair, No_Beard, Young"
00426fa010_940422.jpg,"No_Beard, Young"
00427fa010_940422.jpg,"Male, No_Beard, Young"
00428fa010_940422.jpg,"High_Cheekbones, No_Beard, Smiling, Wearing_Lipstick, Young"
00429fa011_940422.jpg,"No_Beard, Young"
00430fa010_940422.jpg,"Attractive, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Young"
00431fa010_940422.jpg,"Big_Lips, Heavy_Makeup, No_Beard, Wavy_Hair, Wearing_Lipstick, Young"
00432fb010_940422.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Earrings, Wearing_Lipstick, Young"
00433fb010_940422.jpg,"High_Cheekbones, No_Beard, Young"
00434fa010_940422.jpg,"Bangs, High_Cheekbones, Male, No_Beard, Smiling, Wavy_Hair, Young"
00435fa010_940422.jpg,"Attractive, Big_Lips, Black_Hair, Bushy_Eyebrows, No_Beard, Young"
00436fa011_940422.jpg,"Black_Hair, Male, No_Beard, Young"
00437fa010_940422.jpg,"Attractive, High_Cheekbones, No_Beard, Smiling, Young"
00438fa010_940422.jpg,"Bangs, Brown_Hair, No_Beard, Young"
00439fa010_940422.jpg,"Attractive, Big_Lips, Brown_Hair, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00440fa010_940422.jpg,"Attractive, No_Beard, Wearing_Hat, Young"
00441fb010_940422.jpg,"Arched_Eyebrows, Black_Hair, No_Beard, Receding_Hairline, Wearing_Earrings, Wearing_Lipstick, Young"
00442fa011_940422.jpg,"Big_Nose, Bushy_Eyebrows, Male, No_Beard, Young"
00443fa010_940422.jpg,"Attractive, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00444fa010_940422.jpg,"Male, No_Beard, Young"
00445fa010_940422.jpg,"Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, Smiling, Wavy_Hair, Young"
00446fa010_940422.jpg,"Arched_Eyebrows, Attractive, Big_Lips, Black_Hair, Heavy_Makeup, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Wearing_Earrings, Wearing_Lipstick, Young"
00447fb010_940422.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, No_Beard, Smiling, Wavy_Hair, Young"
00448fa010_940422.jpg,"Bags_Under_Eyes, Big_Lips, Big_Nose, Black_Hair, Bushy_Eyebrows, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00449fa010_940422.jpg,"Black_Hair, No_Beard, Straight_Hair, Young"
00450fa011_940422.jpg,"Attractive, Black_Hair, No_Beard, Straight_Hair, Young"
00451fa010_940422.jpg,"Bags_Under_Eyes, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00452fa010_940422.jpg,"Black_Hair, No_Beard, Young"
00453fb010_940422.jpg,"Big_Nose, Male, Mustache, Young"
00454fb010_940422.jpg,"Arched_Eyebrows, Attractive, Black_Hair, Heavy_Makeup, No_Beard, Wearing_Lipstick, Young"
00455fa010_940422.jpg,"Arched_Eyebrows, Attractive, Heavy_Makeup, No_Beard, Wearing_Earrings, Wearing_Lipstick, Young"
00456fa010_940422.jpg,"No_Beard, Young"
00457fa010_940422.jpg,"No_Beard, Wavy_Hair, Young"
00458fa011_940422.jpg,"Attractive, Male, No_Beard, Young"
00459fa010_940422.jpg,"High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00460fa010_940422.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Male, No_Beard, Young"
00461fa010_940422.jpg,"Attractive, Black_Hair, No_Beard, Wavy_Hair, Young"
00462fa010_940422.jpg,"Male, No_Beard, Young"
00465fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Double_Chin, Male, No_Beard, Smiling"
00466fb010_940519.jpg,"Bags_Under_Eyes, Male, No_Beard, Young"
00467fa010_940519.jpg,"Bags_Under_Eyes, Big_Lips, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00468fa010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Smiling, Young"
00469fa010_940519.jpg,"Attractive, Bags_Under_Eyes, Brown_Hair, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00470fa010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Straight_Hair, Young"
00471fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Double_Chin, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling"
00472fa010_940519.jpg,"Bags_Under_Eyes, Big_Lips, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Oval_Face, Smiling"
00473fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Chubby, High_Cheekbones, Male, No_Beard, Smiling, Straight_Hair, Young"
00474fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Male, No_Beard, Wearing_Necktie"
00475fa010_940519.jpg,"Bags_Under_Eyes, High_Cheekbones, Male, No_Beard, Smiling, Young"
00476fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00477fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Male, No_Beard, Wearing_Necktie"
00478fa010_940519.jpg,"Big_Nose, High_Cheekbones, Male, No_Beard, Smiling"
00479fa010_940519.jpg,"Attractive, Bags_Under_Eyes, Brown_Hair, No_Beard, Oval_Face, Wavy_Hair, Young"
00480fb010_940519.jpg,"Attractive, Bags_Under_Eyes, Bangs, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00481fb010_940519.jpg,"Arched_Eyebrows, Attractive, Brown_Hair, No_Beard, Pale_Skin, Wavy_Hair, Wearing_Lipstick, Young"
00482fa010_940519.jpg,"Attractive, Black_Hair, Heavy_Makeup, No_Beard, Straight_Hair, Wearing_Lipstick, Young"
00483fa010_940519.jpg,"Attractive, Bags_Under_Eyes, Brown_Hair, Male, No_Beard"
00484fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, Male, Receding_Hairline, Sideburns, Wearing_Necktie"
00485fb010_940519.jpg,"Bags_Under_Eyes, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick"
00486fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Mouth_Slightly_Open, Smiling, Wearing_Necktie"
00487fb010_940519.jpg,"Attractive, Bags_Under_Eyes, Brown_Hair, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick"
00488fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Chubby, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wearing_Necktie"
00489fb010_940519.jpg,"5_o_Clock_Shadow, High_Cheekbones, Male, Mouth_Slightly_Open, Sideburns, Smiling, Young"
00490fa010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, Young"
00491fa010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Mouth_Slightly_Open, Smiling, Young"
00492fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Gray_Hair, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair"
00493fa010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00494fb010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Goatee, Male, Sideburns, Young"
00495fa010_940519.jpg,"Attractive, Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair"
00496fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wearing_Necktie"
00497fa010_940519.jpg,"Bags_Under_Eyes, Bald, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, No_Beard, Smiling, Wearing_Necktie"
00498fa010_940519.jpg,"Attractive, Bags_Under_Eyes, Bangs, Big_Nose, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair, Young"
00499fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Smiling, Straight_Hair, Wearing_Necktie"
00500fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair"
00501fa010_940519.jpg,"5_o_Clock_Shadow, Attractive, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, High_Cheekbones, Male, Mouth_Slightly_Open, Smiling, Young"
00502fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Male, No_Beard, Wearing_Necktie"
00503fa010_940519.jpg,"Bags_Under_Eyes, Bald, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wearing_Necktie"
00504fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Brown_Hair, Chubby, Goatee, Male, Sideburns, Wavy_Hair"
00505fa010_940519.jpg,"No_Beard, Wavy_Hair, Young"
00506fa010_940519.jpg,"Attractive, Bangs, Heavy_Makeup, High_Cheekbones, No_Beard, Oval_Face, Smiling, Wavy_Hair, Wearing_Lipstick, Young"
00507fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, No_Beard, Smiling, Wavy_Hair"
00508fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Smiling, Wearing_Necktie"
00509fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Male, No_Beard"
00510fa010_940519.jpg,"Bags_Under_Eyes, Bangs, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00511fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Gray_Hair, Male, No_Beard, Wearing_Necktie"
00512fa010_940519.jpg,"Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00513fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling"
00514fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Male, No_Beard, Wearing_Necktie"
00515fa010_940519.jpg,"5_o_Clock_Shadow, Black_Hair, Male, Young"
00516fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Male, No_Beard, Smiling, Straight_Hair, Young"
00517fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Double_Chin, Gray_Hair, High_Cheekbones, Male, No_Beard, Receding_Hairline, Smiling"
00518fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Male, No_Beard, Straight_Hair"
00519fa010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
00520fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, Male, Straight_Hair, Wearing_Necktie"
00521fa010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, Straight_Hair, Young"
00522fb010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Bushy_Eyebrows, Chubby, Double_Chin, Male, Wearing_Necktie"
00523fb010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Black_Hair, Bushy_Eyebrows, Male, Mouth_Slightly_Open, No_Beard, Smiling, Straight_Hair, Young"
00524fa010_940519.jpg,"Bags_Under_Eyes, Bald, Big_Nose, Double_Chin, Male, No_Beard"
00525fa010_940519.jpg,"Bags_Under_Eyes, Bangs, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Wavy_Hair"
00526fa010_940519.jpg,"5_o_Clock_Shadow, Attractive, Bags_Under_Eyes, Big_Nose, Male, No_Beard, Young"
00527fa010_940519.jpg,"Attractive, Bags_Under_Eyes, Male, No_Beard, Young"
00528fb010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Male, No_Beard, Smiling, Young"
00529fa010_940519.jpg,"Big_Lips, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Oval_Face, Smiling, Wearing_Earrings, Young"
00530fb010_940519.jpg,"Bags_Under_Eyes, Bangs, Big_Nose, Black_Hair, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00531fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Male, Mouth_Slightly_Open, No_Beard, Wearing_Necktie"
00532fa010_940519.jpg,"Attractive, Bangs, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Smiling, Wearing_Lipstick, Young"
00533fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Receding_Hairline, Smiling"
00534fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Brown_Hair, Male, No_Beard, Wavy_Hair"
00536fa010_940519.jpg,"Attractive, Bags_Under_Eyes, Big_Nose, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Smiling, Young"
00537fa010_940519.jpg,"Attractive, Bags_Under_Eyes, High_Cheekbones, Mouth_Slightly_Open, No_Beard, Oval_Face, Smiling, Wavy_Hair, Young"
00538fa010_940519.jpg,"5_o_Clock_Shadow, Bags_Under_Eyes, Big_Nose, Male, No_Beard"
00539fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Black_Hair, Male, No_Beard, Wearing_Necktie, Young"
00540fa010_940519.jpg,"Big_Nose, Mouth_Slightly_Open, No_Beard, Young"
00541fa010_940519.jpg,"Attractive, High_Cheekbones, No_Beard, Smiling, Wavy_Hair, Wearing_Lipstick"
00542fa010_940519.jpg,"Bags_Under_Eyes, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Receding_Hairline, Smiling, Wearing_Necktie"
00543fa010_940519.jpg,"Arched_Eyebrows, Big_Nose, Black_Hair, No_Beard, Wavy_Hair, Wearing_Lipstick"
00544fa010_940519.jpg,"Bags_Under_Eyes, Big_Lips, Big_Nose, Chubby, Double_Chin, High_Cheekbones, Male, Mouth_Slightly_Open, No_Beard, Oval_Face, Smiling"
00545fa010_940519.jpg,"Big_Nose, Black_Hair, Bushy_Eyebrows, Male, No_Beard, Straight_Hair, Young"
